F_Lift,F_Drag,Windspeed,Angle,Cl,Cd
7.98,19.41,27.71,65,1.021,2.484
8.03,19.48,27.77,65,1.023,2.482
8.04,19.51,27.89,65,1.016,2.464
7.36,19.67,27.72,70,0.93,2.49
7.33,19.64,27.54,70,0.94,2.52
7.33,19.68,27.48,70,0.95,2.54
7.35,19.7,27.54,70,0.94,2.53
7.35,19.63,27.6,70,0.94,2.51
7.32,19.63,27.75,70,0.93,2.48
7.32,19.65,27.69,70,0.93,2.5
7.34,19.62,27.69,70,0.93,2.49
7.35,19.64,27.6,70,0.94,2.51
7.34,19.64,27.81,70,0.92,2.47
7.34,19.64,27.93,70,0.92,2.45
7.35,19.65,27.75,70,0.93,2.49
7.36,19.69,27.54,70,0.95,2.53
7.33,19.69,27.75,70,0.93,2.49
7.33,19.62,27.9,70,0.92,2.46
7.33,19.56,27.9,70,0.92,2.45
7.33,19.62,27.93,70,0.92,2.45
7.34,19.62,27.81,70,0.92,2.47
7.34,19.57,27.72,70,0.93,2.48
7.34,19.67,27.69,70,0.93,2.5
6.54,21.11,27.74,70,0.835,2.695
6.55,21.07,27.83,70,0.831,2.673
6.57,21.08,27.83,70,0.833,2.674
6.56,21.08,28.04,70,0.82,2.634
6.56,21.12,28.1,70,0.816,2.628
6.56,21.04,27.8,70,0.834,2.675
6.53,20.94,27.92,70,0.823,2.639
6.53,20.94,28.07,70,0.814,2.611
6.53,20.77,28.07,70,0.814,2.59
6.5,20.89,28.22,70,0.802,2.577
6.53,20.94,28.07,70,0.814,2.611
6.53,20.94,28.1,70,0.813,2.606
6.53,20.98,28.37,70,0.797,2.561
6.69,20.91,28.4,70,0.815,2.547
6.74,20.91,28.46,70,0.818,2.537
6.64,20.91,28.58,70,0.799,2.515
6.64,20.9,28.46,70,0.805,2.535
6.61,20.94,28.4,70,0.805,2.551
6.57,20.94,28.37,70,0.802,2.556
6.55,20.94,28.34,70,0.801,2.562
4.76,21.63,28.43,75,0.579,2.629
4.76,21.54,28.4,75,0.58,2.624
4.76,21.43,28.16,75,0.59,2.655
4.72,21.48,28.04,75,0.59,2.684
4.75,21.48,27.98,75,0.596,2.696
4.74,21.53,27.8,75,0.603,2.737
4.74,21.54,27.71,75,0.607,2.756
4.76,21.55,27.77,75,0.606,2.746
4.76,21.55,27.74,75,0.608,2.752
4.77,21.58,27.74,75,0.609,2.755
4.77,21.55,27.77,75,0.608,2.746
4.76,21.56,27.83,75,0.604,2.735
4.77,21.56,27.98,75,0.599,2.706
4.76,21.63,28.04,75,0.595,2.703
4.76,21.69,27.98,75,0.597,2.722
4.78,21.72,27.92,75,0.602,2.738
4.78,21.72,27.89,75,0.604,2.744
4.78,21.65,27.89,75,0.604,2.735
4.78,21.73,27.86,75,0.605,2.751
4.79,21.74,27.83,75,0.608,2.758
5.72,20.71,27.96,75.1,0.71,2.58
5.71,20.65,27.81,75.1,0.72,2.6
5.71,20.73,27.81,75.1,0.72,2.61
5.71,20.65,27.99,75.1,0.71,2.57
5.69,20.71,27.93,75.1,0.71,2.59
5.73,20.71,27.93,75.1,0.72,2.59
5.73,20.77,27.81,75.1,0.72,2.62
5.73,20.75,27.57,75.1,0.73,2.66
5.73,20.78,27.63,75.1,0.73,2.65
5.71,20.78,27.75,75.1,0.72,2.63
5.71,20.8,27.75,75.1,0.72,2.63
5.74,20.84,27.66,75.1,0.73,2.65
5.74,20.77,27.75,75.1,0.73,2.63
5.72,20.77,27.75,75.1,0.72,2.63
5.72,20.73,27.87,75.1,0.72,2.6
5.74,20.72,27.87,75.1,0.72,2.6
5.72,20.71,27.9,75.1,0.72,2.59
5.7,20.71,27.87,75.1,0.71,2.6
5.7,20.75,27.6,75.1,0.73,2.65
5.73,20.74,27.54,75.1,0.74,2.66
3.94,21.21,27.93,80,0.49,2.65
3.93,21.26,27.57,80,0.5,2.73
3.94,21.25,27.72,80,0.5,2.69
3.94,21.28,27.84,80,0.5,2.68
3.94,21.28,27.78,80,0.5,2.69
3.94,21.4,27.66,80,0.5,2.73
3.96,21.52,27.66,80,0.5,2.74
3.96,21.42,27.63,80,0.51,2.73
3.96,21.42,27.6,80,0.51,2.74
3.96,21.31,27.6,80,0.51,2.73
3.96,21.36,27.51,80,0.51,2.75
3.94,21.15,27.54,80,0.51,2.72
3.94,21.15,27.72,80,0.5,2.68
3.94,21.25,27.9,80,0.49,2.66
3.94,21.16,27.96,80,0.49,2.64
3.94,21.13,27.96,80,0.49,2.63
3.93,21.13,27.9,80,0.49,2.64
3.93,21.1,27.72,80,0.5,2.68
3.94,21.15,27.78,80,0.5,2.67
3.91,21.12,27.81,80,0.49,2.66
2.86,22.28,28.04,80.1,0.357,2.784
2.86,22.2,27.92,80.1,0.36,2.798
2.86,22.14,28.1,80.1,0.356,2.755
2.84,22.14,27.98,80.1,0.356,2.779
2.86,22.16,27.86,80.1,0.362,2.805
2.86,22.11,28.07,80.1,0.357,2.757
2.83,22.02,28.04,80.1,0.354,2.752
2.84,22.02,27.98,80.1,0.356,2.764
2.83,21.94,28.13,80.1,0.351,2.724
2.83,21.96,27.89,80.1,0.357,2.774
2.83,22.02,27.95,80.1,0.356,2.77
2.84,22.02,28.22,80.1,0.35,2.717
2.84,22,28.34,80.1,0.347,2.691
2.84,21.97,28.34,80.1,0.347,2.688
2.84,22.02,28.19,80.1,0.351,2.723
2.83,22.02,28.22,80.1,0.349,2.717
2.84,21.99,28.19,80.1,0.351,2.719
2.84,22,28.37,80.1,0.347,2.686
2.84,21.97,28.16,80.1,0.352,2.722
2.83,21.97,28.13,80.1,0.351,2.728
2.07,21.49,27.78,85,0.26,2.71
2.08,21.51,27.78,85,0.26,2.72
2.07,21.51,27.81,85,0.26,2.71
2.07,21.47,27.81,85,0.26,2.7
2.08,21.57,27.81,85,0.26,2.72
2.09,21.64,27.9,85,0.26,2.71
2.09,21.64,27.81,85,0.26,2.73
2.09,21.62,27.63,85,0.27,2.76
2.09,21.57,27.57,85,0.27,2.76
2.08,21.47,27.54,85,0.27,2.76
2.07,21.47,27.54,85,0.27,2.76
2.07,21.41,27.57,85,0.27,2.74
2.07,21.42,27.78,85,0.26,2.7
2.07,21.44,27.9,85,0.26,2.68
2.07,21.44,27.69,85,0.26,2.72
2.07,21.29,27.75,85,0.26,2.69
2.06,21.39,27.69,85,0.26,2.72
2.07,21.39,27.66,85,0.26,2.72
2.06,21.39,27.72,85,0.26,2.71
2.06,21.32,27.66,85,0.26,2.72
1.1,22.42,28.58,85,0.132,2.697
1.04,22.42,28.76,85,0.124,2.663
1.04,22.37,28.43,85,0.126,2.719
1,22.41,27.83,85,0.127,2.843
0.97,22.48,27.98,85,0.122,2.821
0.95,22.48,28.19,85,0.117,2.779
0.95,22.46,28.4,85,0.116,2.736
0.95,22.26,28.49,85,0.115,2.695
0.93,22.34,28.49,85,0.113,2.704
0.94,22.34,28.46,85,0.114,2.71
0.94,22.35,28.49,85,0.114,2.706
0.94,22.37,28.55,85,0.113,2.697
0.94,22.33,28.49,85,0.114,2.703
0.93,22.33,28.43,85,0.113,2.715
0.93,22.24,28.46,85,0.113,2.698
0.91,22.24,28.31,85,0.112,2.727
0.92,22.14,28.4,85,0.112,2.697
0.92,22.14,28.31,85,0.113,2.714
0.92,22.25,28.25,85,0.113,2.739
0.93,22.11,28.25,85,0.114,2.722
0.22,21.51,27.66,89.9,0.03,2.74
0.23,21.42,27.66,89.9,0.03,2.73
0.22,21.57,27.63,89.9,0.03,2.75
0.22,21.54,27.57,89.9,0.03,2.76
0.23,21.54,27.75,89.9,0.03,2.73
0.23,21.48,27.81,89.9,0.03,2.71
0.23,21.5,27.66,89.9,0.03,2.74
0.22,21.51,27.66,89.9,0.03,2.74
0.23,21.51,27.87,89.9,0.03,2.7
0.23,21.44,27.96,89.9,0.03,2.67
0.22,21.34,27.9,89.9,0.03,2.67
0.23,21.33,27.93,89.9,0.03,2.66
0.22,21.33,28.11,89.9,0.03,2.63
0.22,21.47,27.75,89.9,0.03,2.72
0.23,21.31,27.93,89.9,0.03,2.66
0.23,21.09,28.02,89.9,0.03,2.62
0.23,21.09,27.93,89.9,0.03,2.63
0.23,21.16,27.96,89.9,0.03,2.64
0.22,21.37,27.75,89.9,0.03,2.7
0.22,21.47,27.93,89.9,0.03,2.68
-1.04,22.1,28.22,90.1,-0.128,2.727
-1.05,22.11,28.22,90.1,-0.13,2.728
-1.05,22.11,28.16,90.1,-0.13,2.74
-1.05,22.06,28.22,90.1,-0.13,2.722
-1.05,21.92,28.25,90.1,-0.129,2.699
-1.04,21.92,28.31,90.1,-0.128,2.687
-1.04,21.92,28.16,90.1,-0.129,2.716
-1.04,21.83,28.01,90.1,-0.13,2.734
-1.05,21.88,28.28,90.1,-0.129,2.688
-1.05,21.9,28.31,90.1,-0.129,2.685
-1.06,21.9,28.49,90.1,-0.128,2.651
-1.06,21.96,28.25,90.1,-0.131,2.704
-1.04,21.93,28.25,90.1,-0.128,2.7
-1.04,21.71,28.46,90.1,-0.126,2.634
-1.04,21.71,28.58,90.1,-0.125,2.612
-1.04,21.79,28.25,90.1,-0.128,2.683
-1.05,21.92,28.1,90.1,-0.131,2.728
-1.05,21.96,28.46,90.1,-0.127,2.664
-1.04,21.96,28.64,90.1,-0.125,2.631
-1.04,21.95,28.61,90.1,-0.125,2.635
-2.85,21.39,28.4,95,-0.347,2.606
-2.85,21.39,28.4,95,-0.347,2.606
-2.85,21.3,28.37,95,-0.348,2.6
-2.84,21.24,28.46,95,-0.345,2.577
-2.85,21.26,28.58,95,-0.343,2.557
-2.86,21.26,28.85,95,-0.338,2.51
-2.86,21.28,28.97,95,-0.335,2.491
-2.86,21.35,28.61,95,-0.343,2.563
-2.86,21.31,28.64,95,-0.343,2.553
-2.85,21.31,28.76,95,-0.339,2.531
-2.85,21.12,28.64,95,-0.341,2.53
-2.87,21.28,28.58,95,-0.345,2.56
-2.88,21.37,28.55,95,-0.347,2.576
-2.85,21.37,28.52,95,-0.344,2.581
-2.85,21.24,28.7,95,-0.34,2.534
-2.85,21.31,28.67,95,-0.341,2.547
-2.87,21.38,28.55,95,-0.346,2.577
-2.87,21.38,28.52,95,-0.347,2.583
-2.87,21.29,28.4,95,-0.35,2.594
-2.86,21.31,28.13,95,-0.355,2.646
-1.77,20.94,27.9,95.3,-0.22,2.62
-1.78,20.98,27.9,95.3,-0.22,2.63
-1.78,20.98,27.78,95.3,-0.22,2.65
-1.78,21.02,27.87,95.3,-0.22,2.64
-1.78,20.99,27.72,95.3,-0.23,2.66
-1.78,21.06,27.6,95.3,-0.23,2.69
-1.78,21.06,27.66,95.3,-0.23,2.68
-1.78,21.11,27.81,95.3,-0.22,2.66
-1.78,21.12,27.75,95.3,-0.23,2.67
-1.79,21.16,27.63,95.3,-0.23,2.7
-1.79,21.16,27.6,95.3,-0.23,2.71
-1.79,21.08,27.6,95.3,-0.23,2.7
-1.79,21.16,27.75,95.3,-0.23,2.68
-1.79,21.1,27.63,95.3,-0.23,2.69
-1.79,21.1,27.66,95.3,-0.23,2.69
-1.78,21,27.78,95.3,-0.22,2.65
-1.78,20.95,27.87,95.3,-0.22,2.63
-1.78,21.01,27.81,95.3,-0.22,2.65
-1.77,20.95,27.87,95.3,-0.22,2.63
-1.78,21.01,27.96,95.4,-0.22,2.62
-4.48,19.55,28.16,100,-0.555,2.422
-4.48,19.61,28.1,100,-0.557,2.44
-4.49,19.62,28.19,100,-0.555,2.426
-4.49,19.62,28.46,100,-0.545,2.38
-4.48,19.66,28.46,100,-0.543,2.385
-4.48,19.61,28.34,100,-0.548,2.399
-4.47,19.41,28.28,100,-0.549,2.385
-4.42,19.41,28.28,100,-0.543,2.385
-4.42,19.4,28.25,100,-0.544,2.388
-4.44,19.41,28.4,100,-0.541,2.365
-4.44,19.47,28.31,100,-0.544,2.387
-4.45,19.47,28.28,100,-0.547,2.392
-4.45,19.47,27.8,100,-0.566,2.475
-4.47,19.65,27.71,100,-0.572,2.514
-4.47,19.63,28.1,100,-0.556,2.443
-4.48,19.63,28.07,100,-0.559,2.448
-4.48,19.73,27.95,100,-0.563,2.482
-4.48,19.67,27.92,100,-0.565,2.479
-4.48,19.62,28.22,100,-0.553,2.421
-4.48,19.62,28.34,100,-0.548,2.4
-3.56,20.2,28.17,100.4,-0.44,2.48
-3.58,20.44,28.26,100.4,-0.44,2.49
-3.61,20.44,28.35,100.4,-0.44,2.48
-3.61,20.49,28.17,100.4,-0.44,2.52
-3.62,20.52,28.17,100.4,-0.44,2.52
-3.64,20.68,28.08,100.4,-0.45,2.56
-3.63,20.68,28.05,100.4,-0.45,2.56
-3.63,20.52,28.2,100.4,-0.44,2.51
-3.63,20.53,27.99,100.4,-0.45,2.55
-3.62,20.48,28.11,100.4,-0.45,2.53
-3.59,20.48,28.26,100.4,-0.44,2.5
-3.59,20.32,28.38,100.4,-0.43,2.46
-3.59,20.34,28.23,100.4,-0.44,2.49
-3.59,20.3,28.2,100.4,-0.44,2.49
-3.59,20.3,28.2,100.4,-0.44,2.49
-3.59,20.32,27.84,100.4,-0.45,2.55
-3.61,20.55,27.78,100.4,-0.46,2.59
-3.64,20.54,27.75,100.4,-0.46,2.6
-3.62,20.54,27.84,100.4,-0.46,2.58
-3.62,20.51,27.84,100.4,-0.46,2.58
-5.02,19.2,27.35,105,-0.65,2.5
-5.04,19.31,28.29,105,-0.61,2.35
-5.07,19.31,27.78,105,-0.64,2.44
-5.06,19.26,27.69,105,-0.64,2.45
-5.06,19.31,27.78,105,-0.64,2.44
-5.04,19.27,27.84,105,-0.63,2.42
-5.05,19.27,27.99,105,-0.63,2.4
-5.05,19.3,27.75,105,-0.64,2.44
-5.05,19.22,27.81,105,-0.64,2.42
-5.05,19.2,28.11,105,-0.62,2.37
-5.02,19.2,28.29,105,-0.61,2.34
-5.02,19.13,28.2,105,-0.62,2.34
-5.02,19.23,28.14,105,-0.62,2.37
-5.04,19.2,28.08,105,-0.62,2.37
-5.03,19.2,28.05,105,-0.62,2.38
-5.04,19.29,28.17,105,-0.62,2.37
-5.04,19.26,28.17,105,-0.62,2.36
-5.08,19.43,28.14,105,-0.63,2.39
-5.07,19.43,27.99,105,-0.63,2.42
-5.07,19.35,27.72,105,-0.64,2.45
-5.95,18.42,27.95,105.1,-0.748,2.317
-5.95,18.28,28.25,105.1,-0.733,2.251
-5.92,18.21,28.22,105.1,-0.73,2.247
-5.93,18.26,28.52,105.1,-0.716,2.206
-5.93,18.26,28.67,105.1,-0.709,2.183
-5.93,18.24,28.61,105.1,-0.712,2.19
-5.95,18.44,28.4,105.1,-0.725,2.246
-5.98,18.45,28.22,105.1,-0.738,2.276
-5.99,18.45,28.13,105.1,-0.744,2.291
-5.99,18.47,28.4,105.1,-0.73,2.25
-5.98,18.4,28.52,105.1,-0.722,2.223
-5.97,18.44,28.52,105.1,-0.721,2.228
-5.96,18.44,28.49,105.1,-0.721,2.232
-5.96,18.26,28.4,105.1,-0.726,2.224
-5.79,18.35,28.25,105.1,-0.713,2.259
-5.9,18.47,28.1,105.1,-0.734,2.298
-5.93,18.47,28.37,105.1,-0.724,2.255
-5.93,18.29,28.67,105.1,-0.709,2.186
-5.92,18.36,28.76,105.1,-0.703,2.181
-5.95,18.39,28.49,105.1,-0.72,2.226
-7.16,16.82,28.1,110.1,-0.891,2.093
-7.16,16.88,28.13,110.1,-0.889,2.096
-7.19,16.92,28.43,110.1,-0.874,2.057
-7.16,16.65,28.46,110.1,-0.869,2.02
-7.09,16.65,28.34,110.1,-0.867,2.037
-7.09,16.65,28.1,110.1,-0.882,2.072
-7.12,16.73,28.07,110.1,-0.888,2.086
-7.14,16.81,28.16,110.1,-0.885,2.083
-7.2,16.81,28.1,110.1,-0.896,2.092
-7.2,16.81,28.31,110.1,-0.883,2.061
-7.16,16.81,28.01,110.1,-0.897,2.105
-7.17,16.81,28.13,110.1,-0.89,2.087
-7.14,16.81,27.89,110.1,-0.902,2.123
-7.14,16.74,27.89,110.1,-0.902,2.115
-7.12,16.66,28.19,110.1,-0.88,2.06
-7.06,16.49,28.31,110.1,-0.866,2.022
-7.11,16.49,28.22,110.1,-0.877,2.035
-7.11,16.67,28.43,110.1,-0.864,2.026
-7.1,16.74,28.4,110.1,-0.865,2.039
-7.15,16.85,28.49,110.1,-0.866,2.04
-6.33,17.29,27.96,110.3,-0.79,2.15
-6.34,17.3,28.2,110.3,-0.78,2.12
-6.34,17.28,28.05,110.3,-0.79,2.14
-6.34,17.37,27.78,110.3,-0.8,2.19
-6.39,17.5,27.93,110.3,-0.8,2.19
-6.41,17.5,27.93,110.3,-0.8,2.19
-6.41,17.63,27.93,110.3,-0.8,2.2
-6.47,17.72,27.96,110.3,-0.81,2.21
-6.44,17.47,27.9,110.3,-0.81,2.19
-6.35,17.47,27.96,110.3,-0.79,2.18
-6.35,17.42,28.05,110.3,-0.79,2.16
-6.33,17.28,28.17,110.3,-0.78,2.12
-6.34,17.4,27.9,110.3,-0.79,2.18
-6.35,17.4,27.72,110.3,-0.81,2.21
-6.35,17.23,27.93,110.3,-0.79,2.15
-6.31,17.25,27.93,110.3,-0.79,2.15
-6.32,17.33,27.75,110.3,-0.8,2.19
-6.35,17.33,27.9,110.3,-0.79,2.17
-6.35,17.43,27.93,110.3,-0.79,2.18
-6.39,17.5,27.81,110.3,-0.8,2.2
-7.24,15.75,27.9,114.9,-0.91,1.97
-7.24,15.69,28.05,114.9,-0.9,1.94
-7.29,15.79,27.99,114.9,-0.91,1.96
-7.29,15.78,28.08,114.9,-0.9,1.95
-7.32,15.86,28.08,114.9,-0.9,1.96
-7.32,15.86,28.14,114.9,-0.9,1.95
-7.31,15.8,28.08,114.9,-0.9,1.95
-7.31,15.86,27.96,114.9,-0.91,1.98
-7.35,15.8,28.02,114.9,-0.91,1.96
-7.33,15.8,28.11,114.9,-0.9,1.95
-7.33,15.95,28.08,114.9,-0.91,1.97
-7.33,15.89,27.99,114.9,-0.91,1.98
-7.33,15.92,27.87,114.9,-0.92,2
-7.34,15.92,27.9,114.9,-0.92,1.99
-7.34,15.94,27.78,114.9,-0.93,2.01
-7.34,16.02,27.78,114.9,-0.93,2.02
-7.4,16.01,27.9,114.9,-0.93,2
-7.37,16.01,27.93,114.9,-0.92,2
-7.34,16.04,28.02,114.9,-0.91,1.99
-7.34,15.95,28.02,114.9,-0.91,1.98
-8.02,15.11,28.22,114.9,-0.99,1.864
-7.94,15.07,28.4,114.9,-0.967,1.836
-7.94,14.97,28.55,114.9,-0.957,1.805
-7.93,14.89,28.37,114.9,-0.968,1.818
-7.96,14.89,28.25,114.9,-0.98,1.833
-8.01,15.04,28.19,114.9,-0.99,1.86
-8.01,15.07,28.58,114.9,-0.964,1.813
-8.07,15.21,28.31,114.9,-0.989,1.865
-8.02,15.21,28.4,114.9,-0.977,1.853
-7.94,14.99,28.52,114.9,-0.959,1.811
-7.94,14.95,28.43,114.9,-0.965,1.817
-8,15.05,28.04,114.9,-1,1.881
-8,15.05,28.43,114.9,-0.973,1.83
-8.05,15.15,28.34,114.9,-0.985,1.853
-8.05,15.19,28.34,114.9,-0.985,1.858
-8.11,15.22,28.61,114.9,-0.974,1.827
-8.08,15.22,28.55,114.9,-0.974,1.835
-8.03,15.12,28.46,114.9,-0.974,1.834
-8.03,15.05,28.37,114.9,-0.98,1.837
-7.96,15.01,28.07,114.9,-0.993,1.872
-7.8,13.6,27.87,119.8,-0.98,1.71
-7.87,13.72,27.72,119.8,-1,1.74
-7.98,13.72,27.75,119.8,-1.01,1.74
-7.98,14.02,27.81,119.8,-1.01,1.77
-7.94,13.81,28.08,119.8,-0.98,1.71
-7.92,13.81,28.23,119.8,-0.97,1.69
-7.9,13.81,28.14,119.8,-0.97,1.7
-7.9,13.83,27.99,119.8,-0.98,1.72
-7.88,13.71,27.87,119.8,-0.99,1.72
-7.89,13.71,27.78,119.8,-1,1.73
-7.89,13.76,27.72,119.8,-1,1.74
-7.91,13.82,27.93,119.8,-0.99,1.73
-7.86,13.55,28.05,119.8,-0.97,1.68
-7.76,13.55,27.72,119.8,-0.98,1.72
-7.76,13.62,27.72,119.8,-0.98,1.73
-7.8,13.67,28.02,119.8,-0.97,1.7
-7.83,13.67,28.05,119.8,-0.97,1.69
-7.87,13.78,27.99,119.8,-0.98,1.71
-7.87,13.84,27.75,119.8,-1,1.75
-7.93,13.99,27.42,119.8,-1.03,1.81
-8.39,12.92,28.73,120,-0.999,1.538
-8.46,13.03,28.67,120,-1.011,1.558
-8.53,12.97,28.49,120,-1.033,1.57
-8.55,12.97,28.16,120,-1.059,1.607
-8.55,12.99,28.07,120,-1.066,1.62
-8.49,12.97,28.58,120,-1.021,1.56
-8.48,12.85,28.64,120,-1.016,1.539
-8.38,12.85,28.61,120,-1.006,1.543
-8.38,12.8,28.55,120,-1.01,1.543
-8.44,12.89,28.49,120,-1.022,1.56
-8.49,12.95,28.4,120,-1.034,1.578
-8.43,12.95,28.37,120,-1.029,1.581
-8.43,12.87,28.52,120,-1.018,1.555
-8.37,12.68,28.4,120,-1.02,1.545
-8.32,12.75,28.55,120,-1.003,1.537
-8.41,12.75,28.58,120,-1.012,1.534
-8.41,12.86,28.46,120,-1.02,1.56
-8.47,12.86,28.34,120,-1.036,1.573
-8.35,12.92,27.95,120,-1.05,1.625
-8.35,12.81,28.04,120,-1.043,1.601
-8.42,10.64,28.25,125,-1.037,1.31
-8.42,10.62,28.25,125,-1.037,1.308
-8.33,10.52,28.16,125,-1.032,1.303
-8.33,10.51,27.92,125,-1.05,1.325
-8.37,10.51,27.92,125,-1.055,1.325
-8.37,10.7,28.22,125,-1.033,1.32
-8.41,10.68,28.16,125,-1.042,1.323
-8.49,10.67,28.07,125,-1.059,1.331
-8.36,10.67,28.07,125,-1.043,1.331
-8.36,10.7,27.83,125,-1.061,1.357
-8.48,10.71,27.98,125,-1.064,1.344
-8.45,10.65,27.89,125,-1.067,1.345
-8.4,10.65,27.83,125,-1.066,1.351
-8.4,10.62,28.01,125,-1.052,1.33
-8.33,10.48,28.04,125,-1.041,1.31
-8.26,10.44,28.04,125,-1.032,1.305
-8.24,10.44,28.04,125,-1.03,1.305
-8.24,10.45,27.98,125,-1.034,1.312
-8.25,10.42,28.01,125,-1.033,1.305
-8.29,10.55,28.16,125,-1.027,1.307
-8.27,11.69,27.99,125.2,-1.03,1.45
-8.27,11.72,28.17,125.2,-1.02,1.44
-8.32,11.72,28.26,125.2,-1.02,1.43
-8.32,11.86,28.11,125.2,-1.03,1.46
-8.36,11.82,28.23,125.2,-1.02,1.45
-8.32,11.83,28.14,125.2,-1.02,1.46
-8.36,11.83,28.11,125.2,-1.03,1.46
-8.36,11.84,28.11,125.2,-1.03,1.46
-8.24,11.6,28.14,125.2,-1.01,1.43
-8.11,11.62,28.08,125.2,-1,1.44
-8.22,11.62,28.05,125.2,-1.02,1.44
-8.22,11.71,27.81,125.2,-1.04,1.48
-8.37,11.85,27.84,125.2,-1.05,1.49
-8.32,11.78,28.05,125.2,-1.03,1.46
-8.36,11.78,27.99,125.2,-1.04,1.46
-8.36,11.91,27.87,125.2,-1.05,1.49
-8.36,11.77,27.96,125.2,-1.04,1.47
-8.28,11.68,27.99,125.2,-1.03,1.45
-8.25,11.68,28.08,125.2,-1.02,1.44
-8.25,11.69,27.9,125.2,-1.03,1.46
-8.43,10.1,27.66,129.9,-1.07,1.29
-8.52,10.18,27.84,129.9,-1.07,1.28
-8.54,10.12,27.78,129.9,-1.08,1.28
-8.49,10.12,27.87,129.9,-1.06,1.27
-8.49,10.03,27.75,129.9,-1.07,1.27
-8.48,9.99,27.69,129.9,-1.08,1.27
-8.47,9.98,27.87,129.9,-1.06,1.25
-8.4,9.98,27.96,129.9,-1.05,1.24
-8.4,9.95,27.78,129.9,-1.06,1.26
-8.43,9.98,27.84,129.9,-1.06,1.25
-8.48,10.06,27.72,129.9,-1.08,1.28
-8.43,10.06,27.96,129.9,-1.05,1.25
-8.43,10,28.05,129.9,-1.04,1.24
-8.39,9.99,27.96,129.9,-1.05,1.25
-8.45,10.04,28.08,129.9,-1.04,1.24
-8.56,10.04,28.11,129.9,-1.06,1.24
-8.56,10.16,27.96,129.9,-1.07,1.27
-8.59,10.12,28.02,129.9,-1.07,1.26
-8.55,10.12,28.08,129.9,-1.06,1.25
-8.53,10.12,27.9,129.9,-1.07,1.27
-8.69,9.18,28.25,130.1,-1.07,1.13
-8.69,9.1,28.46,130.1,-1.054,1.104
-8.76,9.18,28.52,130.1,-1.058,1.109
-8.76,9.19,28.58,130.1,-1.054,1.105
-8.71,9.19,28.43,130.1,-1.059,1.117
-8.71,9.19,28.28,130.1,-1.07,1.129
-8.78,9.22,28.1,130.1,-1.093,1.147
-8.82,9.28,28.22,130.1,-1.088,1.145
-8.78,9.28,28.16,130.1,-1.088,1.15
-8.78,9.18,28.13,130.1,-1.09,1.14
-8.74,9.16,28.19,130.1,-1.081,1.133
-8.71,9.08,28.28,130.1,-1.07,1.116
-8.68,9.08,28.22,130.1,-1.071,1.12
-8.68,9.12,28.37,130.1,-1.06,1.113
-8.63,9.02,28.28,130.1,-1.06,1.108
-8.63,9.09,28.1,130.1,-1.074,1.131
-8.68,9.09,28.16,130.1,-1.076,1.126
-8.68,9.07,27.98,130.1,-1.089,1.138
-8.71,9.18,27.95,130.1,-1.096,1.155
-8.82,9.26,28.01,130.1,-1.105,1.16
-8.63,8.62,27.93,134.8,-1.08,1.08
-8.59,8.57,27.93,134.8,-1.07,1.07
-8.59,8.51,27.9,134.8,-1.08,1.07
-8.56,8.53,28.05,134.8,-1.06,1.06
-8.57,8.53,28.14,134.8,-1.05,1.05
-8.61,8.52,28.14,134.8,-1.06,1.05
-8.61,8.56,27.84,134.8,-1.08,1.08
-8.58,8.48,27.66,134.8,-1.09,1.08
-8.55,8.48,27.75,134.8,-1.08,1.07
-8.55,8.53,27.75,134.8,-1.08,1.08
-8.55,8.5,27.69,134.8,-1.09,1.08
-8.57,8.49,27.57,134.8,-1.1,1.09
-8.52,8.49,27.6,134.8,-1.09,1.09
-8.56,8.48,27.66,134.8,-1.09,1.08
-8.56,8.52,27.78,134.8,-1.08,1.08
-8.58,8.5,27.72,134.8,-1.09,1.08
-8.58,8.5,27.93,134.8,-1.07,1.06
-8.52,8.51,27.99,134.8,-1.06,1.06
-8.52,8.46,28.08,134.8,-1.05,1.05
-8.52,8.48,28.11,134.8,-1.05,1.05
-8.96,7.83,28.22,135,-1.105,0.966
-9.01,7.85,28.49,135,-1.091,0.95
-8.97,7.83,28.67,135,-1.072,0.936
-8.98,7.83,28.67,135,-1.073,0.936
-8.98,7.88,28.58,135,-1.08,0.948
-9.02,7.89,28.61,135,-1.083,0.947
-8.99,7.84,28.43,135,-1.093,0.953
-8.94,7.84,28.67,135,-1.069,0.937
-8.94,7.77,28.61,135,-1.073,0.933
-8.88,7.74,28.52,135,-1.073,0.935
-8.85,7.74,28.34,135,-1.083,0.947
-8.87,7.74,28.43,135,-1.078,0.941
-8.87,7.77,28.43,135,-1.078,0.945
-8.92,7.81,28.43,135,-1.084,0.949
-8.91,7.76,28.52,135,-1.076,0.937
-8.83,7.76,28.25,135,-1.087,0.955
-8.83,7.69,28.04,135,-1.103,0.961
-8.78,7.64,28.01,135,-1.1,0.957
-8.76,7.65,28.16,135,-1.085,0.948
-8.76,7.65,28.31,135,-1.074,0.938
-8.75,7.26,28.02,139.8,-1.09,0.9
-8.78,7.3,28.17,139.8,-1.08,0.9
-8.77,7.28,28.53,139.8,-1.05,0.87
-8.82,7.28,28.35,139.8,-1.07,0.88
-8.82,7.3,28.26,139.8,-1.08,0.89
-8.8,7.3,28.32,139.8,-1.07,0.89
-8.78,7.28,28.08,139.8,-1.08,0.9
-8.8,7.28,28.05,139.8,-1.09,0.9
